dataset,image,method,height,width,gt_vessel_pixels,pred_vessel_pixels,dice,iou,sensitivity,specificity,precision,terminal_dice,terminal_iou,terminal_sensitivity,terminal_specificity,terminal_precision,gt_endpoint_count,pred_endpoint_count,endpoint_recall,endpoint_precision,missed_endpoint_count,pred_skeleton_pixels,gt_skeleton_pixels,skeleton_overlap,pred_skeleton_components,gt_skeleton_components,component_ratio,pruned_pred_skeleton_pixels,pruned_gt_skeleton_pixels,pruned_skeleton_overlap,pruned_pred_skeleton_components,pruned_gt_skeleton_components,pruned_component_ratio
HRF,06_g.jpg,multiscale_line,1066,1600,116457,273771,0.5361737240792562,0.3662823470920441,0.8983143993061817,0.8935552055416033,0.38212593737101447,0.3271837651399695,0.19558858786861663,0.6131990378833434,0.9916401208277122,0.2231156328629253,564,5349,0.7659574468085106,0.1076836791923724,132,56332,28719,0.3251157770117344,21268,11304,1.8814578910120312,31529,25444,0.3150055022795158,12075,9960,1.2123493975903614
HRF,06_g.jpg,connected_recovery,1066,1600,116457,298671,0.5130224894490374,0.34501025456595485,0.9143718282284449,0.8790631176678247,0.35652942535431964,0.31666478534070813,0.18811748401806072,0.6325917017438364,0.9907489811342077,0.21119196988707653,564,5320,0.776595744680851,0.10526315789473684,126,58204,28719,0.320623977157979,21272,11304,1.8818117480537864,33771,25444,0.31335481842477597,12266,9960,1.2315261044176706
HRF,06_g.jpg,clean_recovery,1066,1600,116457,280800,0.5305230618969584,0.36102850486501303,0.9048575869204942,0.8896115705131634,0.3752742165242165,0.3270490176622346,0.19549228944246738,0.6193625977149729,0.9915106289303733,0.22218626975138867,564,5358,0.776595744680851,0.10731616274729376,126,56251,28719,0.3211462794665552,21163,11304,1.8721691436659589,31419,25444,0.3102499606980035,11938,9960,1.19859437751004
HRF,06_h.jpg,baseline,1066,1600,172688,301919,0.6409007873883024,0.47156291567318515,0.880709719262485,0.9022572724331207,0.5037377574779991,0.3868144413261666,0.23978298048003774,0.6273723190865608,0.9938344518541667,0.2796039059276578,297,5389,0.8720538720538721,0.11356466876971609,38,63202,35349,0.44892359048346486,24183,13559,1.7835386090419647,37760,33010,0.423083913965465,14373,12592,1.1414390088945363
HRF,06_h.jpg,multiscale_line,1066,1600,172688,303122,0.6418234169101111,0.4725625702145043,0.8842131474103586,0.9018671652384481,0.5037344699493933,0.3861597607859889,0.23928004235044997,0.6276809134392841,0.9938085560811221,0.2788593364409103,297,5387,0.8720538720538721,0.1136068312604418,38,63113,35349,0.45113015926900335,24118,13559,1.7787447451876983,37691,33010,0.4255377158436837,14322,12592,1.1373888182973317
HRF,06_h.jpg,connected_recovery,1066,1600,172688,316507,0.6358078067028485,0.46606908456655816,0.9005663392939869,0.8949776634275157,0.4913540616795205,0.3848421052631579,0.23826903023983315,0.6346242863755593,0.993654947063743,0.2761514703907614,297,5366,0.8619528619528619,0.1123742079761461,41,63874,35349,0.4435769045800447,24012,13559,1.7709270595176636,38758,33010,0.42359890942138745,14384,12592,1.142312579415502
HRF,06_h.jpg,clean_recovery,1066,1600,172688,307038,0.6410450965759621,0.4717191828520415,0.8904092930603169,0.9000105681213273,0.5007946899080895,0.38604123321354267,0.23918903082151646,0.6298410739083474,0.9937703009618514,0.2783118565487148,297,5379,0.8720538720538721,0.11358988659602157,38,63165,35349,0.44796175280771733,24056,13559,1.774172136588244,37812,33010,0.4240836110269615,14301,12592,1.1357210927573063
HRF,07_dr.jpg,baseline,1066,1600,132720,283806,0.5534156331177406,0.38256713247253293,0.868414707655214,0.8928398860688673,0.4061083979901764,0.3348092643051771,0.20106361219063204,0.5963901107234946,0.992370249210274,0.23273157738976027,459,4776,0.7407407407407407,0.1053182579564489,119,56385,31660,0.31190777005685405,21711,11931,1.8197133517726929,33654,28603,0.2995489983568157,12868,10784,1.1932492581602374
HRF,07_dr.jpg,multiscale_line,1066,1600,132720,287029,0.5533306809545705,0.382485944555512,0.875,0.8913464472814201,0.40459326409526564,0.33391069240843224,0.20041584258836656,0.5994236311239193,0.9922743108180249,0.23140883007377913,459,4790,0.738562091503268,0.10501043841336116,120,56845,31660,0.3118445988629185,21678,11931,1.8169474478249936,34100,28603,0.3002482257105898,12871,10784,1.1935274480712166
HRF,07_dr.jpg,connected_recovery,1066,1600,132720,302244,0.5450382100587635,0.37460654556486783,0.893128390596745,0.8832027872437821,0.39218644538849406,0.327324401136825,0.19568911112189913,0.6114060367055969,0.9917563612156983,0.22348505849087985,459,4732,0.7363834422657952,0.10249366018596788,121,57768,31660,0.31320277953253317,21559,11931,1.806973430559048,35441,28603,0.3057371604377163,12985,10784,1.2040986646884273
HRF,07_dr.jpg,clean_recovery,1066,1600,132720,290177,0.5537802349035345,0.3829156869990615,0.8822784810126583,0.8899591831544682,0.40353301605571773,0.33434394475324236,0.20072808170694711,0.6021537994843015,0.9922395846515053,0.23141941125036433,459,4747,0.738562091503268,0.10532968190436065,120,56272,31660,0.31174984207201517,21485,11931,1.8007711004945102,33764,28603,0.3004929552844107,12716,10784,1.179154302670623
HRF,07_g.jpg,baseline,1066,1600,110959,298768,0.48228210491375967,0.31776795047037065,0.8904370082643138,0.8746012425367214,0.33069806672736035,0.3378962962962963,0.20329435253850542,0.6481755143799023,0.9886545462260498,0.22850959804432333,761,5944,0.8475689881734559,0.14283310901749663,116,65272,30650,0.3591517128874388,24313,12397,1.961200290392837,37176,26515,0.3516122949273996,13859,10738,1.2906500279381636
HRF,07_g.jpg,multiscale_line,1066,1600,110959,304458,0.48086621394887546,0.3165397401889477,0.9001523085103507,0.871709055517825,0.3280583857215117,0.3374090247452693,0.20294169147259675,0.6587473002159827,0.9883557490174169,0.2267835479200094,761,5917,0.8436268068331143,0.14365387865472368,119,65632,30650,0.3568678629690049,24298,12397,1.9599903202387674,37812,26515,0.35225344144823684,13989,10738,1.3027565654684299
HRF,07_g.jpg,connected_recovery,1066,1600,110959,328085,0.46240012390557667,0.30072851272601225,0.9148153822583116,0.8579128468413894,0.30939238307146016,0.3298860454154767,0.1975230759014543,0.6762532681595999,0.9874346049600337,0.21815181518151816,761,5848,0.8226018396846255,0.14124487004103967,135,67266,30650,0.35184339314845026,24231,12397,1.9545857868839236,40055,26515,0.35100886290778804,14241,10738,1.3262246228347923
HRF,07_g.jpg,clean_recovery,1066,1600,110959,311288,0.4763467828072195,0.31263464509650923,0.9063527969790643,0.867857404895522,0.32307059700341806,0.33732921228227275,0.2028839471855455,0.6637490053427305,0.9882231467058934,0.2261250096816668,761,5901,0.8396846254927727,0.14285714285714285,122,65569,30650,0.35265905383360524,24221,12397,1.953779140114544,37807,26515,0.3487837073354705,13938,10738,1.2980070776680945
HRF,07_h.jpg,baseline,1066,1600,151778,277962,0.6191185367896868,0.4483502409760372,0.8764774868558025,0.906725480782226,0.47859059871493226,0.45097081450726584,0.29113125739061885,0.6928705440900563,0.9956742164479759,0.33426864590876176,210,5519,0.9047619047619048,0.07736908860300779,20,58718,29020,0.44848380427291523,22255,10698,2.080295382314451,32922,27371,0.41912973585181396,12300,9991,1.2311079971974777
HRF,07_h.jpg,multiscale_line,1066,1600,151778,281387,0.6226772707859591,0.4520924962454409,0.8885411587977177,0.9056996232515694,0.4792723189059907,0.4495935945650855,0.2899843505477308,0.6953095684803002,0.9956183429690578,0.33219792040157764,210,5491,0.9047619047619048,0.07776361318521216,20,58696,29020,0.456237077877326,22135,10698,2.069078332398579,33118,27371,0.43071133681633844,12291,9991,1.230207186467821
HRF,07_h.jpg,connected_recovery,1066,1600,151778,301292,0.613763877546516,0.4427556515121119,0.9160682048781773,0.8955781292837919,0.4614759104124902,0.4442746296731719,0.2855739439280586,0.7090056285178237,0.9953519146959012,0.32348912857387435,210,5434,0.8952380952380953,0.07692307692307693,22,60251,29020,0.4525844245348036,22103,10698,2.0660871190876797,35164,27371,0.4361185196010376,12492,9991,1.2503252927634871
HRF,07_h.jpg,clean_recovery,1066,1600,151778,286888,0.6228976031878468,0.4523248268464197,0.9001436308292374,0.9032926551432532,0.4762206854242771,0.4493919777361002,0.2898166211470932,0.6968105065666041,0.9955977580031407,0.331636753281543,210,5517,0.9,0.07775965198477433,21,58676,29020,0.45592694693314956,22009,10698,2.0573004299869133,33046,27371,0.4304921267034453,12159,9991,1.2169952957661896
HRF,08_dr.jpg,baseline,1066,1600,128534,344299,0.47049169579957406,0.3076097687782943,0.8653897023355688,0.8522148090187729,0.32306803098469644,0.29696262561631975,0.17437234794908063,0.6060838838531264,0.9905155168263501,0.19666001994017945,520,5559,0.7692307692307693,0.09174311926605505,120,67923,31645,0.294833306999526,24894,11540,2.1571923743500867,40896,28478,0.28039188145234917,14371,10298,1.395513691979025
HRF,08_dr.jpg,multiscale_line,1066,1600,128534,346892,0.4717621669828743,0.3086968250560171,0.8724851012183547,0.851148905626017,0.32328217427902634,0.2973500487951355,0.17463956615669504,0.6085420187432785,0.9904819694766201,0.19674166790840908,520,5556,0.7673076923076924,0.09107271418286537,121,68038,31645,0.296950545109812,24855,11540,2.1538128249566726,41038,28478,0.2836224453964464,14386,10298,1.3969702854923287
HRF,08_dr.jpg,connected_recovery,1066,1600,128534,362511,0.46402671852885174,0.3021059833048717,0.8863724773211757,0.8423769201796247,0.31427735985942495,0.28978880905726107,0.1694462126034373,0.6134582885235828,0.9899616912808084,0.18970022328851727,520,5512,0.7576923076923077,0.0899854862119013,126,69329,31645,0.29619213145836626,24858,11540,2.1540727902946273,42727,28478,0.2879064541049231,14585,10298,1.4162944261021557
HRF,08_dr.jpg,clean_recovery,1066,1600,128534,349938,0.47201090136935914,0.3089098618520038,0.8785379743880997,0.8497107920657728,0.3226914481993953,0.2966571728376555,0.17416175305817125,0.608081118451375,0.9904554847268333,0.196183395291202,520,5542,0.7673076923076924,0.09166365932876218,121,67900,31645,0.29834097013746247,24723,11540,2.142374350086655,41028,28478,0.2870636982934195,14267,10298,1.3854146436201205
HRF,08_g.jpg,baseline,1066,1600,115887,305890,0.49768479551990746,0.3312785452984493,0.9056753561659202,0.8736036001466931,0.3431168066952172,0.32773132742372973,0.195980067556269,0.6765181251443084,0.9874839269319209,0.21624414185025279,774,5389,0.8049095607235142,0.1480794210428651,151,63177,32881,0.37027462668410327,23715,12868,1.8429437364003731,37336,28603,0.3634933398594553,14099,11245,1.2538016896398398
HRF,08_g.jpg,multiscale_line,1066,1600,115887,308530,0.49687924847496684,0.33056509130809625,0.9098690966199833,0.8722486385907393,0.3417560691018702,0.3278077543527841,0.1960347293835867,0.680327868852459,0.9873896394564798,0.21592408031657628,774,5371,0.8023255813953488,0.14745857382237945,153,63333,32881,0.369575134576199,23665,12868,1.8390581286913272,37630,28603,0.3635982239625214,14121,11245,1.2557581147176522
HRF,08_g.jpg,connected_recovery,1066,1600,115887,325447,0.4836790276751848,0.31898195468048607,0.9210006299239777,0.8624185623442722,0.3279550894615713,0.3228665825028875,0.19251097088311606,0.6938351419995382,0.9867072338529752,0.2103826093044422,774,5306,0.7609819121447028,0.14134941575574822,185,64615,32881,0.3658343724339284,23729,12868,1.8440317065589058,39454,28603,0.36307380344719087,14397,11245,1.2803023566029346
HRF,08_g.jpg,clean_recovery,1066,1600,115887,313506,0.49332429732203364,0.32742566727876393,0.9139506588314479,0.8694160518282231,0.33784042410671566,0.3273713937648818,0.19572270409852346,0.6825213576541215,0.9873041914318614,0.21532634032634032,774,5366,0.7971576227390181,0.1475959746552367,157,63406,32881,0.3672029439493933,23630,12868,1.8363382032949953,37740,28603,0.3627241897703038,14091,11245,1.2530902623388172
HRF,08_h.jpg,baseline,1066,1600,171233,312083,0.6152496503322877,0.44430366129167215,0.8682905748307861,0.8935046178652174,0.4764117238042444,0.41209794466033056,0.2595235287180092,0.6827489916227117,0.9938133918408808,0.29511164755582375,292,6046,0.9041095890410958,0.0970889844525306,28,66181,32450,0.4616024653312789,25500,12883,1.9793526352557633,37677,30172,0.4305316187193424,14802,11969,1.2366947948867908
HRF,08_h.jpg,multiscale_line,1066,1600,171233,314185,0.617129978698771,0.4462675227553741,0.8747320901928951,0.8928535350408344,0.4767350446393049,0.4134436593529193,0.2605918546733079,0.6898852001241079,0.9937504193263236,0.29516792778441525,292,6026,0.9041095890410958,0.09757716561566546,28,66143,32450,0.46674884437596303,25392,12883,1.9709694946829155,37768,30172,0.4384860135224712,14766,11969,1.2336870248141032
HRF,08_h.jpg,connected_recovery,1066,1600,171233,328871,0.6140762721353958,0.44308085631923544,0.8967371943492201,0.8857378971263068,0.46690343630177183,0.4105936073059361,0.2583314180648127,0.6974868135277692,0.99355090827553,0.29092791510288596,292,5985,0.9006849315068494,0.0962406015037594,29,67168,32450,0.4589522342064715,25283,12883,1.9625087324380968,39251,30172,0.43619912501657165,14839,11969,1.2397861141281645
HRF,08_h.jpg,clean_recovery,1066,1600,171233,318704,0.6177814698624517,0.4469492025989368,0.8838074436586406,0.8909211420735718,0.4748512726542497,0.4141161194583565,0.26112638165974617,0.6926776295376978,0.9937304093684268,0.2953432993782246,292,6027,0.8972602739726028,0.09722913555666168,30,66127,32450,0.46465331278890604,25253,12883,1.9601800822789723,37768,30172,0.43709399443192365,14639,11969,1.22307628039101
HRF,09_dr.jpg,baseline,1066,1600,115503,255960,0.4859595706705648,0.3209686883234651,0.7814342484610789,0.8957912630487322,0.35262541022034694,0.35384035739275527,0.21494899293748365,0.542319749216301,0.9945685271123522,0.2625818820897907,378,6032,0.8518518518518519,0.07559681697612732,56,57735,27536,0.24822051133062173,21919,10479,2.091707223971753,29290,25128,0.21808341292581981,11182,9530,1.1733473242392445
HRF,09_dr.jpg,multiscale_line,1066,1600,115503,267569,0.48778819647481414,0.32256605545447326,0.8088880808290694,0.890484668545378,0.34917722157649056,0.3537671591742639,0.2148949713558243,0.557003794753341,0.9943225780638161,0.2591938579654511,378,6016,0.8544973544973545,0.07662898936170212,55,58979,27536,0.25817112144102267,21929,10479,2.092661513503197,30726,25128,0.23416109519261383,11365,9530,1.1925498426023085
HRF,09_dr.jpg,connected_recovery,1066,1600,115503,296876,0.469582592712044,0.3068330185450443,0.8382725989801131,0.8741881784570376,0.3261395330036783,0.34407763202808794,0.20778608869780316,0.5820821646592972,0.9935759049954135,0.24421985324657344,378,5933,0.8518518518518519,0.07567840889937637,56,60878,27536,0.2586432306798373,21873,10479,2.087317492127111,33367,25128,0.24100604902897166,11783,9530,1.236411332633788
HRF,09_dr.jpg,clean_recovery,1066,1600,115503,272357,0.4884236580209354,0.3231220577198608,0.820065279689705,0.8882854316434784,0.34777883439750035,0.35446985446985446,0.21541377132027795,0.5626134301270418,0.9942519706814613,0.2587449730632066,378,5951,0.8518518518518519,0.07696185515039489,56,58276,27536,0.25617373619988376,21624,10479,2.06355568279416,30475,25128,0.2322906717605858,11249,9530,1.1803777544596012
HRF,09_g.jpg,baseline,1066,1600,112948,282103,0.5110530032831204,0.3432311589398344,0.8937387116195064,0.8862544987856732,0.35783384083118575,0.32380777920254017,0.19318057629958835,0.6468650890461088,0.9886573716774223,0.21595536732366835,665,5989,0.8075187969924812,0.1427617298380364,128,61693,32004,0.35926759155105614,23496,12550,1.872191235059761,33530,28033,0.3448079049691435,12823,10910,1.1753437213565536
HRF,09_g.jpg,multiscale_line,1066,1600,112948,286923,0.5101895361254004,0.34245264649204676,0.9031147076530793,0.8838930287344631,0.3555135001376676,0.32455503087540866,0.19371273712737128,0.6539399853622835,0.988525405295858,0.21583863435059183,665,5958,0.7969924812030075,0.1426653239342061,135,61779,32004,0.3606424196975378,23357,12550,1.8611155378486055,33840,28033,0.3496950023186958,12817,10910,1.1747937671860678
HRF,09_g.jpg,connected_recovery,1066,1600,112948,312858,0.4873721835765583,0.32220231459774007,0.918679392286716,0.8687126880197306,0.3316616484155751,0.3142090540617686,0.18638672536403658,0.6713832642107831,0.9874325586985286,0.20509763004918766,665,5891,0.8,0.13800712951960617,133,63383,32004,0.35586176727909014,23358,12550,1.861195219123506,35978,28033,0.34762601219990724,13035,10910,1.194775435380385
HRF,09_g.jpg,clean_recovery,1066,1600,112948,294280,0.5043759269991258,0.3372344268216596,0.9092502744625846,0.8797088127224277,0.3489805627293734,0.3229079121142994,0.19254035866413716,0.656135642839717,0.9883710517602784,0.21414921570188708,665,5956,0.793984962406015,0.14204163868368033,137,61783,32004,0.35842394700662417,23233,12550,1.8512350597609561,33912,28033,0.34801840687760854,12690,10910,1.163153070577452
HRF,09_h.jpg,baseline,1066,1600,132714,281989,0.5464874862250816,0.37597714573904734,0.8538285335382854,0.8927614588724166,0.4018419158194114,0.39152321173326704,0.24341241016922957,0.5906619163697732,0.9955254086564052,0.2928053541550474,252,6247,0.8531746031746031,0.07347526812870178,37,62973,29415,0.4299847016828149,24197,11683,2.0711289908413937,33708,27488,0.3914799185098952,12998,10801,1.2034070919359319
HRF,09_h.jpg,multiscale_line,1066,1600,132714,288794,0.5491853060914621,0.37853580364005035,0.8721235137212351,0.8899786761405467,0.400780487129234,0.3936681887366819,0.24507277137659186,0.6062253890868179,0.9953777847832135,0.2914713306887847,252,6187,0.8531746031746031,0.07515758849199936,37,63494,29415,0.4296787353391127,24116,11683,2.064195840109561,34725,27488,0.3978827124563446,13161,10801,1.21849828719563
HRF,09_h.jpg,connected_recovery,1066,1600,132714,314874,0.5342145008355899,0.3644561234506179,0.9008393990083939,0.8758206252709987,0.37968838328982385,0.3880203859588845,0.24071047957371225,0.6352897056066004,0.9948584545838977,0.2793075020610058,252,6087,0.8412698412698413,0.0722851979628717,40,65429,29415,0.4210436851946286,24094,11683,2.062312762133014,37398,27488,0.39962892898719443,13413,10801,1.2418294602351634
HRF,09_h.jpg,clean_recovery,1066,1600,132714,295929,0.5477471928854548,0.37717068970502715,0.884563798845638,0.8864920916074019,0.3966965049048927,0.3962630429507401,0.24708730518989258,0.6124132758297394,0.9953624930672653,0.2928885301766658,252,6187,0.8531746031746031,0.07499595926943592,37,63503,29415,0.42740098589155195,24018,11683,2.055807583668578,34799,27488,0.39686408614668217,13047,10801,1.2079437089158411
HRF,10_dr.jpg,baseline,1066,1600,148982,290988,0.5771802622906107,0.4056594430014153,0.8522573196762024,0.8946324660257045,0.43634445406683436,0.3559507643786412,0.21650857934562506,0.626233045622688,0.9927738724698548,0.24863839422311976,382,5018,0.8795811518324608,0.11677959346353128,46,59751,34673,0.28953364289216393,22349,12961,1.7243268266337475,35604,31925,0.2690054815974941,13517,11905,1.1354052918941622
HRF,10_dr.jpg,multiscale_line,1066,1600,148982,293432,0.5792538210816114,0.4077109829164532,0.860070344068411,0.893810170510684,0.4366769813789907,0.35586567815089404,0.21644562334217507,0.6288532675709001,0.9927244348812791,0.24814499452621336,382,5000,0.8795811518324608,0.1172,46,59767,34673,0.29270614022438207,22290,12961,1.7197747087416095,35801,31925,0.2742678151918559,13515,11905,1.135237295254095
HRF,10_dr.jpg,connected_recovery,1066,1600,148982,307365,0.5744619773987777,0.4029790635472069,0.8798176960975151,0.8867493501938176,0.4264538903258341,0.357222651886225,0.21745043678401424,0.6407213316892725,0.9925672939747351,0.24764684856427976,382,5002,0.8848167539267016,0.11695321871251499,44,60859,34673,0.2974937271075477,22258,12961,1.7173057634441786,37014,31925,0.28119028974158183,13603,11905,1.1426291474170516
HRF,10_dr.jpg,clean_recovery,1066,1600,148982,297473,0.5790012431264069,0.40746076682029975,0.8675477574472084,0.891929811938446,0.43448985286059577,0.3565655687842183,0.2169636719369679,0.6323982737361282,0.9926885337752896,0.2482754447537214,382,4984,0.8769633507853403,0.11677367576243981,47,59741,34673,0.29489804747209647,22215,12961,1.7139881182007561,35837,31925,0.2766797180892717,13482,11905,1.132465350692986
HRF,10_g.jpg,baseline,1066,1600,111871,281943,0.5059241164610705,0.33862009422353956,0.8904899393050925,0.8855997475103986,0.35333382988760137,0.33711251435132034,0.2027271942694399,0.6468401486988847,0.990631423563168,0.22795865883837158,570,5899,0.8070175438596491,0.1200203424309205,110,62157,31480,0.3565120711562897,24233,12597,1.9237119949194252,34272,27688,0.34292834440913034,13609,11192,1.2159578270192994
HRF,10_g.jpg,multiscale_line,1066,1600,111871,287209,0.505282148942568,0.3380451692505767,0.9012523352790267,0.883051008044655,0.35104749502975185,0.3359857904085258,0.20191281328722088,0.6511083574280601,0.9904859871745125,0.22640877100588883,570,5871,0.8,0.1195707715891671,114,62359,31480,0.3596569250317662,24230,12597,1.923473842978487,34699,27688,0.34924877203120486,13703,11192,1.2243566833452466
HRF,10_g.jpg,connected_recovery,1066,1600,111871,311684,0.4865294943986023,0.3214661221331653,0.9210251092776501,0.8690818828044166,0.330578406334621,0.32860408821947285,0.19660457818723096,0.6728624535315985,0.9896404541619243,0.2173835683466038,570,5811,0.7649122807017544,0.11495439683359146,134,63927,31480,0.35972045743329095,24170,12597,1.9187108041597205,36907,27688,0.3560026004045074,13945,11192,1.2459792709077913
HRF,10_g.jpg,clean_recovery,1066,1600,111871,294335,0.5009921074528687,0.33421579028618537,0.9095565428037651,0.8791626430842383,0.3457047242088097,0.33532303370786515,0.20143429656190678,0.6574418284455459,0.9903187647681232,0.22505538011971532,570,5852,0.7842105263157895,0.11807928913192071,123,62366,31480,0.3613405336721728,24154,12597,1.9174406604747163,34861,27688,0.3526798613117596,13684,11192,1.2226590421729806
HRF,10_h.jpg,baseline,1066,1600,146802,306140,0.561206512092056,0.39005355306971107,0.8657715834934129,0.8851403453173535,0.4151597308420984,0.38278322925958963,0.23669259197970102,0.6371195248700816,0.9932931692630079,0.2735734778450749,321,6483,0.8535825545171339,0.09933672682400123,47,68242,33244,0.4506677896763326,25338,12663,2.0009476427386876,37642,30738,0.4130392348233457,13816,11589,1.1921649840365864
HRF,10_h.jpg,multiscale_line,1066,1600,146802,311077,0.5626246235359124,0.3914249769047503,0.8774199261590442,0.8830701604697979,0.4140678995875619,0.38507067137809187,0.23844428641759202,0.6472160356347438,0.9932036977629182,0.2740647595095882,321,6447,0.8473520249221184,0.09927097874980612,49,68607,33244,0.4516303693899651,25232,12663,1.9925767985469478,38292,30738,0.41756132474461577,13824,11589,1.1928552938130987
HRF,10_h.jpg,connected_recovery,1066,1600,146802,331178,0.5536214904389305,0.3827639077733098,0.901281998882849,0.8724222124996311,0.39951325269190585,0.3833583529916363,0.23713254802080017,0.6635486265775798,0.9928711227790319,0.2695416164053076,321,6391,0.8442367601246106,0.09748083242059145,50,70061,33244,0.4397786066658645,25227,12663,1.992181947405828,40353,30738,0.41326696597046003,14103,11589,1.216929847268962
HRF,10_h.jpg,clean_recovery,1066,1600,146802,317826,0.5611370817083775,0.3899864779159237,0.887998801106252,0.8797368228596649,0.4101615349279165,0.3852184637068358,0.23855763460804102,0.6492947290274684,0.993174266348415,0.2738430709499656,321,6431,0.8442367601246106,0.09951795988182242,50,68526,33244,0.4456443267958128,25205,12663,1.990444602384901,38389,30738,0.4125187064870844,13822,11589,1.1926827163689706
HRF,11_dr.jpg,baseline,1066,1600,144494,292052,0.5785323883393731,0.4069965320303737,0.8739324816255346,0.8938099014416702,0.4323819045923329,0.3360877617894287,0.201986471444473,0.6080680500064441,0.9908124494578703,0.23221932371905302,554,5207,0.8321299638989169,0.14461302093335893,93,62236,35537,0.32385963924923317,23769,14127,1.6825228286260352,37396,31790,0.3100031456432841,14444,12603,1.146076331032294
HRF,11_dr.jpg,multiscale_line,1066,1600,144494,294710,0.5802087412682945,0.4086577781769081,0.8818013204700541,0.8928355922019389,0.43234026670286047,0.33556951691335674,0.20161221530325002,0.6092279932981054,0.990760618927214,0.23155677476241796,554,5188,0.8339350180505415,0.14533538936006168,92,61858,35537,0.3277991952049976,23629,14127,1.67261272740143,37127,31790,0.31572821642025795,14355,12603,1.139014520352297
HRF,11_dr.jpg,connected_recovery,1066,1600,144494,309569,0.5731187081968802,0.4016582959558199,0.9004941381649065,0.885047523999011,0.42031340347386204,0.3361514107782764,0.20203245232519237,0.6226317824461916,0.9904861527080568,0.23022302706824246,554,5173,0.8249097472924187,0.14266383143243766,97,62577,35537,0.3307538621718209,23583,14127,1.669356551284774,38115,31790,0.3203523120478138,14474,12603,1.1484567166547648
HRF,11_dr.jpg,clean_recovery,1066,1600,144494,299266,0.5794753921038399,0.4079305552911614,0.8898224147715476,0.8906595708427231,0.42963116424852804,0.3357710651828299,0.20175773786778756,0.6124500579971646,0.9906975977138024,0.2312858950647328,554,5183,0.8321299638989169,0.14586147019100906,93,61748,35537,0.32898106199172694,23536,14127,1.6660295887307992,37115,31790,0.3174268637936458,14288,12603,1.1336983257954456
HRF,11_g.jpg,baseline,1066,1600,130619,273775,0.5642368581136219,0.392987423658403,0.8734334208652647,0.8986095705281524,0.41671810793534836,0.33390705679862304,0.20041322314049587,0.6253409372675428,0.9899253858832872,0.2277612209879888,605,5105,0.7966942148760331,0.15396669931439766,123,58384,33952,0.3361804901036758,22881,13411,1.7061367534113787,34335,30017,0.3190858513509012,13675,11901,1.1490631039408452
HRF,11_g.jpg,multiscale_line,1066,1600,130619,277242,0.5645207558457416,0.39326291769432054,0.8813648856598197,0.8970660598445315,0.41524372209116944,0.33260034789458137,0.19947248248169436,0.6281924125960823,0.9897875388652009,0.2261750658393965,605,5096,0.7917355371900826,0.1534536891679749,126,58573,33952,0.33676955702167766,22856,13411,1.7042726120348968,34625,30017,0.3218842655828364,13705,11901,1.1515839005125619
HRF,11_g.jpg,connected_recovery,1066,1600,130619,298148,0.5495059088036159,0.3788405014117481,0.9018978862186972,0.8854951266078765,0.3951225565826368,0.32898454115481063,0.19687701835036664,0.64244978923878,0.989246165319811,0.22110338353884884,605,5074,0.7867768595041322,0.1511627906976744,129,59967,33952,0.3339125824693685,22748,13411,1.6962195212884945,36521,30017,0.32564879901389215,13815,11901,1.160826821275523
HRF,11_g.jpg,clean_recovery,1066,1600,130619,283557,0.5612155219037317,0.39006225772348174,0.8897710134054004,0.8937536389327871,0.40986820991899336,0.3330718954248366,0.19981179422835635,0.6317877510538061,0.989727451703471,0.22614715540960326,605,5082,0.7933884297520661,0.15387642660369932,125,58665,33952,0.33674010367577756,22749,13411,1.6962940869435539,34830,30017,0.3224839257753939,13641,11901,1.1462062011595664
HRF,11_h.jpg,baseline,1066,1600,159650,271550,0.6615445269016698,0.49425964494006674,0.8933855308487316,0.9166072641417898,0.525240287239919,0.5562362624514802,0.38526820419797875,0.7502207644758421,0.9955768867149327,0.4419589774078478,273,5158,0.8351648351648352,0.08084528887165568,45,57202,28675,0.5457715780296426,22347,11104,2.0125180115273773,32903,26771,0.5225430503156401,12883,10324,1.2478690430065866
HRF,11_h.jpg,multiscale_line,1066,1600,159650,274298,0.6628536137970448,0.4957225481342589,0.9008581271531475,0.9156014101361623,0.5243275561615469,0.5578795360320492,0.3868466955229666,0.7553929607669989,0.9955515579266443,0.4422451994091581,273,5148,0.8424908424908425,0.0811965811965812,43,57256,28675,0.5465387968613775,22293,11104,2.0076548991354466,33083,26771,0.5253819431474357,12870,10324,1.2466098411468423
HRF,11_h.jpg,connected_recovery,1066,1600,159650,291562,0.6519862060406195,0.4836643430224911,0.9213404321954275,0.9065493709369643,0.5044964707334975,0.554158215010142,0.3832772166105499,0.7754509902863631,0.9952222836788945,0.4311263851872633,273,5153,0.8168498168498168,0.07723656122647002,50,58596,28675,0.5251612903225806,22266,11104,2.0052233429394812,34577,26771,0.5085727092749617,12978,10324,1.2570709027508717
HRF,11_h.jpg,clean_recovery,1066,1600,159650,279350,0.6608883826879272,0.4935274805654311,0.908643908549953,0.9131375529609626,0.519294791480222,0.5570264765784114,0.3860268172194778,0.7590513435095244,0.9954879414351292,0.4399356584046209,273,5154,0.8388278388278388,0.08051998447807528,44,57207,28675,0.5356233653007847,22156,11104,1.9953170028818443,33077,26771,0.5155578797953009,12762,10324,1.2361487795428128
