image,method,removed_far_components,removed_weak_components,gt_vessel_pixels,pred_vessel_pixels,dice,iou,sensitivity,specificity,precision,fp_pixels,fn_pixels,fp_over_gt_area,fn_over_gt_area,terminal_dice,terminal_iou,terminal_sensitivity,terminal_specificity,terminal_precision,terminal_fp_pixels,terminal_fn_pixels,terminal_fp_over_gt_area,terminal_fn_over_gt_area,gt_endpoint_count,pred_endpoint_count,endpoint_recall,endpoint_precision,missed_endpoint_count,skeleton_distance_f1_radius_5
07_g.jpg,baseline_raw,0,0,62492,163062,0.4946664656800589,0.32860921144863253,0.8927062664020995,0.8804746030118952,0.3421214016754363,107275,6705,1.7166197273250976,0.10729373359790054,0.8046413788423695,0.6731380563124433,0.6731380563124433,1.0,1.0,0,2879,0.0,0.3268619436875568,1130,2927,0.7716814159292036,0.26955927570891697,258,0.6974104245144446
07_g.jpg,connected_recovery_raw,0,0,62492,181630,0.46602108781674734,0.3037988880521686,0.9102445112974461,0.8610073670652518,0.3131806419644332,124747,5609,1.9962075145618638,0.08975548870255393,0.8154922001075847,0.6884650317892824,0.6884650317892824,1.0,1.0,0,2744,0.0,0.3115349682107175,1130,2909,0.7663716814159292,0.2677896184255758,264,0.7019118704462316
07_g.jpg,soft_structure_refined,0,4006,62492,167940,0.48673795306207474,0.32164816004404884,0.8973948665429174,0.8753660134505765,0.3339287840895558,111860,6412,1.7899891186071817,0.10260513345708251,0.8076350345201029,0.677338782924614,0.677338782924614,1.0,1.0,0,2842,0.0,0.32266121707538603,1130,2927,0.7699115044247787,0.2692176289716433,260,0.6977112296074857
07_h.jpg,baseline_raw,0,0,85497,148694,0.6544657992834908,0.486398486887202,0.896347240254044,0.9176000539735141,0.5153873054729848,72059,8862,0.8428248944407406,0.103652759745956,0.8001159588346137,0.6668277361681566,0.6668277361681566,1.0,1.0,0,1379,0.0,0.33317226383184345,219,2518,0.8858447488584474,0.15766481334392374,25,0.7557908949514599
07_h.jpg,connected_recovery_raw,0,0,85497,163714,0.6355979471211143,0.46584358751146976,0.9263365966057289,0.9033565350833559,0.4837643695713256,84515,6298,0.9885142168731067,0.07366340339427115,0.8125089657151054,0.684223242329065,0.684223242329065,1.0,1.0,0,1307,0.0,0.315776757670935,219,2501,0.8812785388127854,0.15673730507796882,26,0.7596288693901488
07_h.jpg,soft_structure_refined,0,3873,85497,151957,0.6500627489955949,0.4815503450341291,0.9027217329263015,0.9144920028862108,0.5079068420671637,74777,8317,0.8746154835842194,0.0972782670736985,0.8025459279618111,0.6702101956994443,0.6702101956994443,1.0,1.0,0,1365,0.0,0.3297898043005557,219,2519,0.8858447488584474,0.15799920603414053,25,0.7544695703469619
08_dr.jpg,baseline_raw,0,0,72228,194295,0.47427051323900754,0.3108483629334894,0.8750346126156061,0.8523348337185673,0.32528886487042896,131093,9026,1.8149886470620813,0.12496538738439386,0.7930946509056893,0.657130777903044,0.657130777903044,1.0,1.0,0,2433,0.0,0.34286922209695603,1041,3079,0.8069164265129684,0.20428710620331275,201,0.6910269125708725
08_dr.jpg,connected_recovery_raw,0,0,72228,205300,0.46404687094635494,0.302123067539353,0.8915240626903694,0.8412801935632122,0.3136531904529956,140907,7835,1.9508639308855291,0.10847593730963061,0.798204759082056,0.6641770011273957,0.6641770011273957,1.0,1.0,0,2383,0.0,0.3358229988726043,1041,3059,0.7934678194044188,0.2020268061457993,215,0.6880620473373588
08_dr.jpg,soft_structure_refined,0,2222,72228,200270,0.46861261367055906,0.3060052719865804,0.8839785124882317,0.8463321663670402,0.3188096070305088,136422,8380,1.888768898488121,0.11602148751176829,0.795143900161304,0.6599492671927847,0.6599492671927847,1.0,1.0,0,2413,0.0,0.3400507328072153,1041,3064,0.8049951969260326,0.20430809399477806,203,0.6882685096500378
08_g.jpg,baseline_raw,0,0,65122,169879,0.5028914770575444,0.3359084991842466,0.9073738521544179,0.876196531817745,0.34783581254893187,110789,6032,1.7012530327692639,0.09262614784558214,0.8333227020475856,0.7142700929469655,0.7142700929469655,1.0,1.0,0,2613,0.0,0.28572990705303447,1200,2749,0.785,0.28992360858494,258,0.7358576434860566
08_g.jpg,connected_recovery_raw,0,0,65122,181137,0.4857162580859989,0.3207564372790998,0.9183686004729584,0.8644161550513031,0.3301699818369521,121331,5316,1.8631338103866588,0.08163139952704156,0.8388776028440833,0.7224712957900492,0.7224712957900492,1.0,1.0,0,2538,0.0,0.2775287042099508,1200,2736,0.7783333333333333,0.28362573099415206,266,0.737672132857155
08_g.jpg,soft_structure_refined,0,3842,65122,171477,0.5003909568510433,0.3336809411340282,0.9090015662909616,0.8745292654417697,0.3452124774751133,112281,5926,1.7241638770308036,0.09099843370903841,0.833769049289039,0.7149261891744122,0.7149261891744122,1.0,1.0,0,2607,0.0,0.28507381082558775,1200,2746,0.785,0.29024034959941736,258,0.7357634546547801
08_h.jpg,baseline_raw,0,0,96423,165590,0.6493189269234733,0.48073445305965595,0.8822065274882549,0.906754116888245,0.513708557280029,80525,11358,0.835122325586219,0.11779347251174513,0.7841273612926221,0.6449091264412742,0.6449091264412742,1.0,1.0,0,1817,0.0,0.3550908735587258,301,2862,0.8471760797342193,0.18658280922431866,46,0.7510867146046065
