method,removed_far_components,removed_weak_components,gt_vessel_pixels,pred_vessel_pixels,dice,iou,sensitivity,specificity,precision,fp_pixels,fn_pixels,fp_over_gt_area,fn_over_gt_area,terminal_dice,terminal_iou,terminal_sensitivity,terminal_specificity,terminal_precision,terminal_fp_pixels,terminal_fn_pixels,terminal_fp_over_gt_area,terminal_fn_over_gt_area,gt_endpoint_count,pred_endpoint_count,endpoint_recall,endpoint_precision,missed_endpoint_count,skeleton_distance_f1_radius_5
baseline_raw,0.0,0.0,74014.26666666666,162090.11111111112,0.5501340324145455,0.38396425774886184,0.8785962491547666,0.890695863503062,0.405995906834467,97045.55555555556,8969.711111111112,1.3910854168865516,0.12140375084523336,0.7995937171162109,0.6678508560943868,0.6678508560943868,1.0,1.0,0.0,2371.8888888888887,0.0,0.3321491439056132,757.2666666666667,2825.8888888888887,0.7875304028001202,0.20901096493642182,170.6888888888889,0.7210216631131726
connected_recovery_raw,0.0,0.0,74014.26666666666,176792.06666666668,0.5318687952413343,0.3668853098577871,0.9021718337470424,0.8761259821808997,0.3823803728809188,109993.77777777778,7215.977777777778,1.5784388777743763,0.09782816625295758,0.8113093335805794,0.6843276532410411,0.6843276532410411,1.0,1.0,0.0,2253.9555555555557,0.0,0.31567234675895894,757.2666666666667,2811.0666666666666,0.7806833391699731,0.20692686422510534,175.64444444444445,0.7229174507275524
soft_structure_refined,0.0,3565.488888888889,74014.26666666666,166506.24444444446,0.5445597531451699,0.3788735536236835,0.885533903380299,0.886312184939389,0.3989348569893875,100952.71111111112,8460.733333333334,1.4494834247152217,0.11446609661970109,0.8030354290524869,0.6726621752757301,0.6726621752757301,1.0,1.0,0.0,2337.711111111111,0.0,0.3273378247242698,757.2666666666667,2813.866666666667,0.7854866131055953,0.20929321043397586,172.0,0.7197428683579034
